JobIDRaw|JobName|Account|Partition|State|ExitCode|Elapsed|AllocCPUS|ReqMem|MaxRSS|Start|End
18272015|step07_eggnog_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|03:53:26|12|16G||2026-08-05T12:46:40|2026-08-05T16:40:06
18272016|step07_combine|YOUR_SLURM_ACCOUNT|test|COMPLETED|0:0|00:00:18|2|2G||2026-08-05T16:40:07|2026-08-05T16:40:25
18272100|step08_enrichment|YOUR_SLURM_ACCOUNT|test|COMPLETED|0:0|00:00:04|2|4G||2026-08-05T16:40:41|2026-08-05T16:40:45
18273527|step09_pfam_setup|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:01:19|4|8G||2026-08-05T17:12:03|2026-08-05T17:13:22
18273528|step09_validate_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|02:06:52|12|16G||2026-08-05T17:17:04|2026-08-05T19:23:56
18273529|step09_validate_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|1-00:58:07|12|16G||2026-08-05T17:17:04|2026-08-06T18:15:11
18273530|step09_combine|YOUR_SLURM_ACCOUNT|test|COMPLETED|0:0|00:00:01|2|2G||2026-08-06T18:15:13|2026-08-06T18:15:14
18274798|step10_prepare|YOUR_SLURM_ACCOUNT|test|COMPLETED|0:0|00:00:01|2|4G||2026-08-06T18:15:38|2026-08-06T18:15:39
18274801|step10_summarise|YOUR_SLURM_ACCOUNT|test|COMPLETED|0:0|00:00:03|2|2G||2026-08-06T19:25:37|2026-08-06T19:25:40
18285474|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:31|4|8G||2026-08-06T18:18:58|2026-08-06T18:19:29
18285475|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:27|4|8G||2026-08-06T18:18:58|2026-08-06T18:19:25
18285476|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:45|4|8G||2026-08-06T18:18:58|2026-08-06T18:19:43
18285530|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:03:21|4|8G||2026-08-06T18:23:58|2026-08-06T18:27:19
18285531|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:21|4|8G||2026-08-06T18:23:58|2026-08-06T18:24:19
18285532|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:14|4|8G||2026-08-06T18:23:58|2026-08-06T18:24:12
18285599|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:16|4|8G||2026-08-06T18:28:58|2026-08-06T18:29:14
18285600|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:07|4|8G||2026-08-06T18:28:58|2026-08-06T18:29:05
18285601|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:35|4|8G||2026-08-06T18:28:58|2026-08-06T18:29:33
18285669|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:47|4|8G||2026-08-06T18:33:59|2026-08-06T18:34:46
18285670|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:39|4|8G||2026-08-06T18:33:59|2026-08-06T18:34:38
18285671|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:01:37|4|8G||2026-08-06T18:33:59|2026-08-06T18:35:36
18285734|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:23|4|8G||2026-08-06T18:38:59|2026-08-06T18:39:22
18285735|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:01:40|4|8G||2026-08-06T18:38:59|2026-08-06T18:40:39
18285736|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:46|4|8G||2026-08-06T18:38:59|2026-08-06T18:39:45
18285795|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:19:53|4|8G||2026-08-06T18:44:00|2026-08-06T19:03:53
18285796|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:18|4|8G||2026-08-06T18:44:00|2026-08-06T18:44:18
18285797|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:21|4|8G||2026-08-06T18:44:00|2026-08-06T18:44:21
18285844|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:19|4|8G||2026-08-06T18:49:01|2026-08-06T18:49:20
18285845|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:01:06|4|8G||2026-08-06T18:49:01|2026-08-06T18:50:07
18285903|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:02:29|4|8G||2026-08-06T18:54:01|2026-08-06T18:56:30
18285904|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:49|4|8G||2026-08-06T18:54:01|2026-08-06T18:54:50
18285965|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:09|4|8G||2026-08-06T18:59:01|2026-08-06T18:59:10
18285966|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:16|4|8G||2026-08-06T18:59:01|2026-08-06T18:59:17
18286027|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:01:12|4|8G||2026-08-06T19:04:01|2026-08-06T19:05:13
18286028|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:44|4|8G||2026-08-06T19:04:01|2026-08-06T19:04:45
18286029|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:26|4|8G||2026-08-06T19:04:01|2026-08-06T19:04:27
18286081|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:01:01|4|8G||2026-08-06T19:09:02|2026-08-06T19:10:03
18286082|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:19|4|8G||2026-08-06T19:09:02|2026-08-06T19:09:21
18274799|step10_tree_bivalvia|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:45|4|8G||2026-08-06T19:09:02|2026-08-06T19:09:47
18285477|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:11:48|4|8G||2026-08-06T18:18:58|2026-08-06T18:30:46
18285478|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:29|4|8G||2026-08-06T18:18:58|2026-08-06T18:19:27
18285479|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:02:37|4|8G||2026-08-06T18:18:58|2026-08-06T18:21:35
18285533|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:02:29|4|8G||2026-08-06T18:23:58|2026-08-06T18:26:27
18285534|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:28:51|4|8G||2026-08-06T18:23:58|2026-08-06T18:52:49
18285602|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:18|4|8G||2026-08-06T18:28:58|2026-08-06T18:29:16
18285672|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:45|4|8G||2026-08-06T18:33:59|2026-08-06T18:34:44
18285673|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:01:22|4|8G||2026-08-06T18:33:59|2026-08-06T18:35:21
18285737|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:04:47|4|8G||2026-08-06T18:38:59|2026-08-06T18:43:46
18285738|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:47|4|8G||2026-08-06T18:38:59|2026-08-06T18:39:46
18285798|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:08:48|4|8G||2026-08-06T18:44:00|2026-08-06T18:52:48
18285799|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:02:55|4|8G||2026-08-06T18:44:00|2026-08-06T18:46:55
18285846|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:56|4|8G||2026-08-06T18:49:01|2026-08-06T18:49:57
18285905|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:03:25|4|8G||2026-08-06T18:54:01|2026-08-06T18:57:26
18285906|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:02:13|4|8G||2026-08-06T18:54:01|2026-08-06T18:56:14
18285907|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:02:24|4|8G||2026-08-06T18:54:01|2026-08-06T18:56:25
18285967|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:35|4|8G||2026-08-06T18:59:01|2026-08-06T18:59:36
18285968|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:31|4|8G||2026-08-06T18:59:01|2026-08-06T18:59:32
18285969|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:01:33|4|8G||2026-08-06T18:59:01|2026-08-06T19:00:34
18286030|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:01:14|4|8G||2026-08-06T19:04:01|2026-08-06T19:05:15
18286031|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:05:51|4|8G||2026-08-06T19:04:01|2026-08-06T19:09:52
18286032|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:22|4|8G||2026-08-06T19:04:01|2026-08-06T19:04:23
18286083|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:01:07|4|8G||2026-08-06T19:09:02|2026-08-06T19:10:09
18286084|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:01:02|4|8G||2026-08-06T19:09:02|2026-08-06T19:10:04
18286152|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:00:02|4|8G||2026-08-06T19:14:02|2026-08-06T19:14:04
18286153|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:04:02|4|8G||2026-08-06T19:14:02|2026-08-06T19:18:04
18286154|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:02:04|4|8G||2026-08-06T19:14:02|2026-08-06T19:16:06
18286212|step10_tree_gastropoda|YOUR_SLURM_ACCOUNT|compute|COMPLETED|0:0|00:03:02|4|8G||2026-08-06T19:19:02|2026-08-06T19:22:04
